site,date,number,genID,finalPlantID
SC,72612,135,short tongued bee,Solidago multiradiata
SC,72612,136,short tongued bee,Solidago multiradiata
SC,72612,137,short tongued bee,Solidago multiradiata
SC,72612,138,short tongued bee,Solidago multiradiata
SC,72612,139,short tongued bee,Solidago multiradiata
SC,72612,140,short tongued bee,Solidago multiradiata
SC,72612,141,short tongued bee,Solidago multiradiata
SC,72612,142,short tongued bee,Solidago multiradiata
SC,72612,143,short tongued bee,Solidago multiradiata
SC,72612,144,short tongued fly,Solidago multiradiata
SC,72612,145,short tongued bee,Solidago multiradiata
SC,72612,146,short tongued bee,Solidago multiradiata
SC,72612,147,short tongued bee,Solidago multiradiata
SC,72612,148,short tongued bee,Solidago multiradiata
SC,72612,149,short tongued bee,Solidago multiradiata
SC,72612,150,short tongued bee,Solidago multiradiata
SC,72612,151,short tongued bee,Solidago multiradiata
SC,72612,152,short tongued bee,Solidago multiradiata
SC,72612,153,short tongued bee,Solidago multiradiata
SC,72612,270,long tongued bee,Solidago multiradiata
SC,72612,271,long tongued bee,Solidago multiradiata
SC,72612,272,long tongued bee,Solidago multiradiata
SC,72612,273,long tongued bee,Solidago multiradiata
SC,72612,274,long tongued bee,Solidago multiradiata
SC,72612,275,long tongued bee,Solidago multiradiata
SC,72612,276,long tongued bee,Solidago multiradiata
SC,72612,277,long tongued bee,Solidago multiradiata
SC,72612,278,long tongued bee,Solidago multiradiata
SC,72612,279,long tongued bee,Solidago multiradiata
SC,72612,280,long tongued bee,Solidago multiradiata
SC,72712,218,wasp,Solidago multiradiata
SC,72712,219,long tongued bee,Solidago multiradiata
SC,72712,220,short tongued fly,Solidago multiradiata
SC,72712,221,short tongued bee,Solidago multiradiata
SC,72712,222,short tongued fly,Solidago multiradiata
SC,72712,223,short tongued fly,Solidago multiradiata
SC,72712,224,short tongued fly,Solidago multiradiata
SC,72712,225,short tongued fly,Solidago multiradiata
SC,72712,226,short tongued fly,Solidago multiradiata
SC,72712,227,short tongued bee,Solidago multiradiata
SC,72712,228,short tongued bee,Solidago multiradiata
SC,72712,229,short tongued fly,Solidago multiradiata
SC,72712,230,short tongued fly,Solidago multiradiata
SC,72712,231,short tongued bee,Solidago multiradiata
SC,72712,232,short tongued fly,Solidago multiradiata
SC,72712,233,short tongued fly,Solidago multiradiata
SC,72712,234,short tongued fly,Solidago multiradiata
SC,72712,235,long tongued bee,Solidago multiradiata
SC,72712,236,short tongued bee,Solidago multiradiata
SC,72712,237,short tongued bee,Solidago multiradiata
SC,72712,238,long tongued bee,Solidago multiradiata
SC,72712,239,long tongued bee,Solidago multiradiata
SC,72712,240,wasp,Solidago multiradiata
SC,72712,241,short tongued bee,Solidago multiradiata
SC,72712,242,short tongued bee,Solidago multiradiata
SC,72712,243,short tongued bee,Solidago multiradiata
SC,72712,244,wasp,Solidago multiradiata
SC,72712,245,wasp,Solidago multiradiata
SC,72812,60,wasp,Solidago multiradiata
SC,72812,61,short tongued fly,Solidago multiradiata
SC,72812,62,short tongued fly,Solidago multiradiata
SC,72812,63,short tongued fly,Solidago multiradiata
SC,72812,64,short tongued fly,Solidago multiradiata
SC,72812,65,short tongued fly,Solidago multiradiata
SC,72812,66,short tongued fly,Solidago multiradiata
SC,72812,67,short tongued fly,Solidago multiradiata
SC,72812,68,short tongued fly,Solidago multiradiata
SC,72812,69,short tongued fly,Solidago multiradiata
SC,72812,70,wasp,Solidago multiradiata
SC,72812,71,wasp,Solidago multiradiata
SC,72812,72,beetle,Solidago multiradiata
SC,72812,73,short tongued bee,Solidago multiradiata
SC,72812,137,short tongued fly,Solidago multiradiata
SC,72812,138,short tongued fly,Solidago multiradiata
SC,72812,139,short tongued fly,Solidago multiradiata
SC,72812,140,wasp,Solidago multiradiata
SC,72812,141,short tongued fly,Solidago multiradiata
SC,72812,142,short tongued fly,Solidago multiradiata
SC,72812,143,short tongued bee,Solidago multiradiata
SC,72812,144,short tongued fly,Solidago multiradiata
SC,72812,145,short tongued bee,Solidago multiradiata
SC,72812,146,short tongued bee,Solidago multiradiata
SC,72812,147,short tongued bee,Solidago multiradiata
SC,72812,148,short tongued fly,Solidago multiradiata
SC,72812,149,wasp,Solidago multiradiata
SC,72812,150,short tongued bee,Solidago multiradiata
SC,72812,151,wasp,Solidago multiradiata
SC,72812,152,short tongued bee,Solidago multiradiata
SC,72812,153,short tongued fly,Solidago multiradiata
SC,72812,154,short tongued bee,Solidago multiradiata
SC,72912,25,short tongued fly,Solidago multiradiata
SC,72912,26,wasp,Solidago multiradiata
SC,72912,27,wasp,Solidago multiradiata
SC,72912,28,short tongued bee,Solidago multiradiata
SC,72912,29,short tongued fly,Solidago multiradiata
SC,72912,30,short tongued bee,Solidago multiradiata
SC,72912,31,short tongued bee,Solidago multiradiata
SC,72912,32,wasp,Solidago multiradiata
SC,72912,33,short tongued bee,Solidago multiradiata
SC,72912,34,short tongued bee,Solidago multiradiata
SC,72912,35,short tongued bee,Solidago multiradiata
SC,72912,36,short tongued bee,Solidago multiradiata
SC,72912,37,short tongued bee,Solidago multiradiata
SC,72912,38,short tongued bee,Solidago multiradiata
SC,72912,39,short tongued bee,Solidago multiradiata
SC,72912,40,short tongued bee,Solidago multiradiata
SC,72912,41,short tongued fly,Solidago multiradiata
SC,72912,42,short tongued bee,Solidago multiradiata
SC,72912,43,short tongued fly,Solidago multiradiata
SC,72912,44,short tongued fly,Solidago multiradiata
SC,72912,45,wasp,Solidago multiradiata
SC,72912,46,short tongued bee,Solidago multiradiata
SC,72912,47,short tongued fly,Solidago multiradiata
SC,72912,48,short tongued bee,Solidago multiradiata
SC,72912,49,short tongued bee,Solidago multiradiata
SC,72912,50,short tongued bee,Solidago multiradiata
SC,72912,51,short tongued bee,Solidago multiradiata
SC,72912,52,short tongued bee,Solidago multiradiata
SC,72912,53,short tongued bee,Solidago multiradiata
SC,72912,54,short tongued bee,Solidago multiradiata
SC,72912,55,short tongued bee,Solidago multiradiata
SC,72912,56,short tongued bee,Solidago multiradiata
SC,72912,57,short tongued bee,Solidago multiradiata
SC,72912,58,short tongued bee,Solidago multiradiata
SC,72912,59,short tongued bee,Solidago multiradiata
SC,72912,119,moth,Solidago multiradiata
PL,81012,84,long tongued bee,Spiranthes romanzoffiana
SC,72712,112,long tongued fly,Tetraneuris acaulis
SC,72712,113,short tongued bee,Tetraneuris acaulis
SC,72812,90,short tongued fly,Tetraneuris acaulis
SC,72812,91,short tongued fly,Tetraneuris acaulis
SC,72912,23,short tongued bee,Tetraneuris acaulis
SC,72712,50,wasp,Townsendia grandiflora
SC,72712,259,short tongued bee,Townsendia grandiflora
SC,72712,260,wasp,Townsendia grandiflora
SC,72812,216,long tongued bee,Townsendia grandiflora
SC,72912,19,long tongued bee,Townsendia grandiflora
SC,72912,20,short tongued fly,Townsendia grandiflora
PL,80912,394,butterfly,Trifolium pinetorum
CH,82012,1,long tongued bee,Trifolium pinetorum
CH,82012,2,long tongued bee,Trifolium pinetorum
CH,82012,3,long tongued bee,Trifolium pinetorum
CH,82012,4,long tongued bee,Trifolium pinetorum
CH,82012,60,long tongued bee,Trifolium pinetorum
CH,82012,61,long tongued bee,Trifolium pinetorum
CH,82012,62,long tongued bee,Trifolium pinetorum
CH,82012,130,long tongued bee,Trifolium pinetorum
CH,82012,131,long tongued bee,Trifolium pinetorum
CH,82012,152,moth,Trifolium pinetorum
CH,82012,220,long tongued bee,Trifolium pinetorum
CH,82012,221,long tongued bee,Trifolium pinetorum
CH,82112,50,long tongued bee,Trifolium pinetorum
CH,82112,61,long tongued bee,Trifolium pinetorum
CH,82112,62,long tongued bee,Trifolium pinetorum
CH,82112,63,long tongued bee,Trifolium pinetorum
CH,82112,64,short tongued bee,Trifolium pinetorum
CH,82112,65,long tongued bee,Trifolium pinetorum
CH,82112,66,long tongued bee,Trifolium pinetorum
CH,82112,67,long tongued bee,Trifolium pinetorum
CH,82112,110,long tongued bee,Trifolium pinetorum
CH,82112,111,long tongued bee,Trifolium pinetorum
CH,82112,117,long tongued bee,Trifolium pinetorum
CH,82112,175,long tongued bee,Trifolium pinetorum
CH,82112,176,long tongued bee,Trifolium pinetorum
CH,82112,177,long tongued bee,Trifolium pinetorum
CH,82112,178,long tongued bee,Trifolium pinetorum
CH,82112,200,moth,Trifolium pinetorum
CH,82112,205,butterfly,Trifolium pinetorum
CH,82212,69,long tongued bee,Trifolium pinetorum
CH,82212,70,long tongued bee,Trifolium pinetorum
JC,71512,74,long tongued bee,Trifolium pratense
JC,71712,25,long tongued bee,Trifolium pratense
JC,71712,138,long tongued bee,Trifolium pratense
PL,81112,49,short tongued fly,Veratrum californicum
PL,81112,50,wasp,Veratrum californicum
MM,80112,87,short tongued fly,Verbascum thapsus
MM,80112,88,short tongued fly,Verbascum thapsus
MM,80112,237,short tongued fly,Verbascum thapsus
MM,80312,103,short tongued fly,Verbascum thapsus
MM,80312,208,short tongued fly,Verbascum thapsus
MM,80412,95,short tongued fly,Verbascum thapsus
MM,80412,96,short tongued fly,Verbascum thapsus
MM,80412,168,long tongued bee,Verbascum thapsus
CH,81812,8,long tongued bee,Verbascum thapsus
CH,81812,18,long tongued bee,Verbascum thapsus
CH,82112,57,long tongued bee,Verbascum thapsus
CH,82112,58,long tongued bee,Verbascum thapsus
CH,82112,122,short tongued fly,Verbascum thapsus
CH,82212,32,long tongued bee,Verbascum thapsus
CH,82212,33,long tongued bee,Verbascum thapsus
CH,82212,86,short tongued fly,Verbascum thapsus
CH,81812,1,long tongued bee,Vicia americana
CH,81912,11,long tongued bee,Vicia americana
CH,81912,15,long tongued bee,Vicia americana
CH,82012,52,long tongued bee,Vicia americana
CH,82012,124,long tongued bee,Vicia americana
CH,82012,125,long tongued bee,Vicia americana
CH,82112,55,long tongued bee,Vicia americana
CH,82112,56,long tongued bee,Vicia americana
CH,82112,68,long tongued bee,Vicia americana
CH,82112,69,long tongued bee,Vicia americana
CH,82212,34,long tongued bee,Vicia americana
CH,82212,71,long tongued bee,Vicia americana
CH,82212,72,long tongued bee,Vicia americana
MM,73112,1,short tongued fly,Vicia pulchella
MM,73112,2,long tongued bee,Vicia pulchella
MM,73112,3,long tongued bee,Vicia pulchella
MM,73112,4,short tongued fly,Vicia pulchella
MM,73112,5,short tongued fly,Vicia pulchella
MM,73112,6,long tongued bee,Vicia pulchella
MM,73112,7,long tongued bee,Vicia pulchella
MM,73112,8,long tongued bee,Vicia pulchella
MM,73112,9,short tongued fly,Vicia pulchella
MM,73112,10,short tongued fly,Vicia pulchella
MM,73112,11,long tongued bee,Vicia pulchella
MM,73112,12,long tongued bee,Vicia pulchella
MM,73112,13,long tongued bee,Vicia pulchella
MM,73112,14,short tongued fly,Vicia pulchella
MM,73112,15,long tongued bee,Vicia pulchella
MM,73112,16,long tongued bee,Vicia pulchella
MM,73112,17,long tongued bee,Vicia pulchella
MM,73112,18,long tongued bee,Vicia pulchella
MM,73112,19,long tongued bee,Vicia pulchella
MM,73112,20,short tongued fly,Vicia pulchella
MM,73112,49,long tongued fly,Vicia pulchella
MM,73112,50,short tongued fly,Vicia pulchella
MM,73112,51,short tongued fly,Vicia pulchella
MM,73112,52,short tongued fly,Vicia pulchella
MM,73112,53,short tongued fly,Vicia pulchella
MM,73112,54,short tongued fly,Vicia pulchella
MM,73112,55,short tongued fly,Vicia pulchella
MM,73112,56,long tongued bee,Vicia pulchella
MM,73112,57,long tongued bee,Vicia pulchella
MM,73112,58,long tongued bee,Vicia pulchella
MM,73112,59,long tongued bee,Vicia pulchella
MM,73112,60,long tongued bee,Vicia pulchella
MM,73112,61,long tongued bee,Vicia pulchella
MM,73112,62,long tongued bee,Vicia pulchella
MM,73112,63,long tongued bee,Vicia pulchella
MM,73112,64,long tongued bee,Vicia pulchella
MM,73112,65,long tongued bee,Vicia pulchella
MM,73112,66,long tongued bee,Vicia pulchella
MM,73112,67,long tongued bee,Vicia pulchella
MM,73112,68,long tongued bee,Vicia pulchella
MM,73112,81,short tongued fly,Vicia pulchella
MM,73112,82,short tongued fly,Vicia pulchella
MM,73112,83,short tongued fly,Vicia pulchella
MM,73112,84,short tongued fly,Vicia pulchella
MM,73112,85,short tongued fly,Vicia pulchella
MM,73112,111,wasp,Vicia pulchella
MM,73112,112,long tongued bee,Vicia pulchella
MM,73112,113,long tongued bee,Vicia pulchella
MM,73112,114,long tongued bee,Vicia pulchella
MM,80112,1,short tongued fly,Vicia pulchella
MM,80112,2,long tongued bee,Vicia pulchella
MM,80112,3,long tongued bee,Vicia pulchella
MM,80112,4,short tongued fly,Vicia pulchella
MM,80112,5,short tongued fly,Vicia pulchella
MM,80112,6,short tongued fly,Vicia pulchella
MM,80112,7,short tongued fly,Vicia pulchella
MM,80112,8,long tongued bee,Vicia pulchella
MM,80112,9,long tongued bee,Vicia pulchella
MM,80112,10,short tongued fly,Vicia pulchella
MM,80112,11,long tongued fly,Vicia pulchella
MM,80112,12,long tongued bee,Vicia pulchella
MM,80112,13,long tongued bee,Vicia pulchella
MM,80112,14,short tongued fly,Vicia pulchella
MM,80112,15,long tongued bee,Vicia pulchella
MM,80112,16,long tongued bee,Vicia pulchella
MM,80112,17,long tongued bee,Vicia pulchella
MM,80112,18,short tongued fly,Vicia pulchella
MM,80112,19,short tongued fly,Vicia pulchella
MM,80112,20,long tongued bee,Vicia pulchella
MM,80112,21,long tongued bee,Vicia pulchella
MM,80112,22,short tongued fly,Vicia pulchella
MM,80112,23,long tongued bee,Vicia pulchella
MM,80112,24,long tongued bee,Vicia pulchella
MM,80112,25,long tongued bee,Vicia pulchella
MM,80112,125,short tongued fly,Vicia pulchella
MM,80112,126,short tongued fly,Vicia pulchella
MM,80112,127,long tongued bee,Vicia pulchella
MM,80112,128,wasp,Vicia pulchella
MM,80112,129,short tongued fly,Vicia pulchella
MM,80112,130,long tongued bee,Vicia pulchella
MM,80112,131,long tongued bee,Vicia pulchella
MM,80112,132,long tongued bee,Vicia pulchella
MM,80112,133,short tongued fly,Vicia pulchella
MM,80112,134,long tongued bee,Vicia pulchella
MM,80112,135,short tongued fly,Vicia pulchella
MM,80112,136,long tongued bee,Vicia pulchella
MM,80112,137,short tongued fly,Vicia pulchella
MM,80112,138,long tongued bee,Vicia pulchella
MM,80112,139,long tongued bee,Vicia pulchella
MM,80112,140,long tongued bee,Vicia pulchella
MM,80112,141,long tongued bee,Vicia pulchella
MM,80112,142,long tongued bee,Vicia pulchella
MM,80112,143,long tongued bee,Vicia pulchella
MM,80112,144,short tongued fly,Vicia pulchella
MM,80112,145,short tongued fly,Vicia pulchella
MM,80112,146,short tongued fly,Vicia pulchella
MM,80112,147,short tongued fly,Vicia pulchella
MM,80112,236,short tongued fly,Vicia pulchella
MM,80112,238,short tongued fly,Vicia pulchella
MM,80112,242,butterfly,Vicia pulchella
MM,80112,248,butterfly,Vicia pulchella
MM,80212,1,long tongued bee,Vicia pulchella
MM,80212,2,short tongued fly,Vicia pulchella
MM,80212,3,long tongued bee,Vicia pulchella
MM,80212,4,long tongued bee,Vicia pulchella
MM,80212,5,short tongued fly,Vicia pulchella
MM,80212,6,short tongued fly,Vicia pulchella
MM,80212,7,short tongued fly,Vicia pulchella
MM,80212,8,short tongued fly,Vicia pulchella
MM,80212,9,long tongued bee,Vicia pulchella
MM,80212,10,long tongued bee,Vicia pulchella
MM,80212,11,short tongued fly,Vicia pulchella
MM,80212,12,long tongued bee,Vicia pulchella
MM,80212,13,long tongued bee,Vicia pulchella
MM,80212,14,long tongued bee,Vicia pulchella
MM,80212,15,short tongued fly,Vicia pulchella
MM,80212,16,long tongued bee,Vicia pulchella
MM,80212,17,short tongued fly,Vicia pulchella
MM,80212,18,short tongued fly,Vicia pulchella
MM,80212,19,short tongued fly,Vicia pulchella
MM,80212,20,short tongued fly,Vicia pulchella
MM,80212,21,long tongued bee,Vicia pulchella
MM,80212,22,long tongued bee,Vicia pulchella
MM,80212,23,long tongued bee,Vicia pulchella
MM,80212,24,short tongued fly,Vicia pulchella
MM,80212,25,long tongued bee,Vicia pulchella
MM,80212,26,long tongued bee,Vicia pulchella
MM,80212,27,long tongued bee,Vicia pulchella
MM,80212,116,long tongued bee,Vicia pulchella
MM,80212,117,long tongued bee,Vicia pulchella
MM,80212,118,short tongued fly,Vicia pulchella
MM,80212,119,short tongued fly,Vicia pulchella
MM,80212,120,long tongued bee,Vicia pulchella
MM,80212,121,long tongued bee,Vicia pulchella
MM,80212,122,short tongued fly,Vicia pulchella
MM,80212,123,short tongued fly,Vicia pulchella
MM,80212,124,short tongued fly,Vicia pulchella
MM,80212,125,short tongued fly,Vicia pulchella
MM,80212,126,short tongued fly,Vicia pulchella
MM,80212,127,short tongued bee,Vicia pulchella
MM,80212,128,long tongued bee,Vicia pulchella
MM,80212,129,short tongued fly,Vicia pulchella
MM,80212,130,short tongued fly,Vicia pulchella
MM,80212,131,short tongued fly,Vicia pulchella
MM,80212,132,short tongued fly,Vicia pulchella
MM,80212,141,short tongued fly,Vicia pulchella
MM,80212,142,short tongued fly,Vicia pulchella
MM,80212,143,long tongued bee,Vicia pulchella
MM,80212,144,short tongued fly,Vicia pulchella
MM,80212,145,short tongued fly,Vicia pulchella
MM,80212,146,long tongued bee,Vicia pulchella
MM,80212,147,long tongued bee,Vicia pulchella
